trans_id,trans_dttm,act_id,act_ref_id,act_type_id,act_type_cd,act_type,act_strt_dttm,act_end_dttm,cust_id,cust_ref_int_id,cust_nm,locn_id,locn_cd,locn_nm,bsn_unit_id,bsn_unit_cd,bsn_unit_nm,chnl_id,chnl_cd,chnl_nm,tch_pnt_id,tch_pnt_cd,tch_pnt_nm,identf_type,inentif_val,batch_run_id,job_run_id,src_sys_id,src_sys_nm,tenant_id,rec_creat_by,rec_creat_dttm
19880204100011,1988-02-04 23:18:24,19880204103300011,CD1988020410103300011,12090002,CD12090002,TRANSACTION,1988-02-04 22:41:00,1988-02-04 23:18:24,CUST100011,100011,Liana Little,100006,LCN_100006,N_LCN_A00006,100030,BSN_100030,AREA00030,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 23:18:24
19880204100004,1988-02-04 23:31:00,19880204103200004,CD1988020410103200004,12090001,CD12090001,INTERACTION,1988-02-04 21:31:00,1988-02-04 23:31:00,CUST100004,100004,Jakob Nichols,100006,LCN_100006,N_LCN_A00006,100035,BSN_100035,AREA00035,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 23:31:00
19880204100027,1988-02-04 23:33:12,19880204103200027,CD1988020510103200027,12090001,CD12090001,INTERACTION,1988-02-05 01:11:00,1988-02-04 23:33:12,CUST100027,100027,Elisa Terry,100001,LCN_100001,N_LCN_A00001,100001,BSN_100001,AREA00001,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 23:33:12
19880204100025,1988-02-04 23:40:16,19880204103200025,CD1988020510103200025,12090001,CD12090001,INTERACTION,1988-02-05 00:55:00,1988-02-04 23:40:16,CUST100025,100025,Nathanael Silva,100011,LCN_100011,N_LCN_A00011,100025,BSN_100025,AREA00025,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 23:40:16
19880204100010,1988-02-04 23:45:12,19880204103200010,CD1988020410103200010,12090001,CD12090001,INTERACTION,1988-02-04 22:31:00,1988-02-04 23:45:12,CUST100010,100010,Autumn Cortez,100008,LCN_100008,N_LCN_A00008,100022,BSN_100022,AREA00022,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 23:45:12
19880204100011,1988-02-04 23:44:50,19880204103200011,CD1988020410103200011,12090001,CD12090001,INTERACTION,1988-02-04 22:41:00,1988-02-04 23:44:50,CUST100011,100011,Liana Little,200008,WEB_200008,N_WEB_A00008,200005,BSN_200005,SITE00005,380006,CD380006,Instagram,200001,CD200001,Social Media,,,,,SRC1,,100001,,1988-02-04 23:44:50
19880204100007,1988-02-04 23:50:16,19880204103300007,CD1988020410103300007,12090002,CD12090002,TRANSACTION,1988-02-04 22:01:00,1988-02-04 23:50:16,CUST100007,100007,Maurice Moon,100003,LCN_100003,N_LCN_A00003,100020,BSN_100020,AREA00020,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 23:50:16
19880204100007,1988-02-04 23:50:16,19880204103200007,CD1988020410103200007,12090001,CD12090001,INTERACTION,1988-02-04 22:01:00,1988-02-04 23:50:16,CUST100007,100007,Maurice Moon,100003,LCN_100003,N_LCN_A00003,100020,BSN_100020,AREA00020,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 23:50:16
19880204100030,1988-02-04 23:51:54,19880204103200030,CD1988020510103200030,12090001,CD12090001,INTERACTION,1988-02-05 01:37:00,1988-02-04 23:51:54,CUST100030,100030,Alyson Lawrence,100012,LCN_100012,N_LCN_A00012,100038,BSN_100038,AREA00038,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 23:51:54
19880205100031,1988-02-05 00:02:16,19880205103200031,CD1988020510103200031,12090001,CD12090001,INTERACTION,1988-02-05 01:47:00,1988-02-05 00:02:16,CUST100031,100031,Kaylie Douglas,100002,LCN_100002,N_LCN_A00002,100047,BSN_100047,AREA00047,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-05 00:02:16
19880204100032,1988-02-04 00:06:24,19880204103200032,CD1988020510103200032,12090001,CD12090001,INTERACTION,1988-02-05 01:59:00,1988-02-04 00:06:24,CUST100032,100032,Camilla Ramos,100014,LCN_100014,N_LCN_A00014,100031,BSN_100031,AREA00031,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 00:06:24
19880204100008,1988-02-04 00:09:00,19880204103300008,CD1988020410103300008,12090002,CD12090002,TRANSACTION,1988-02-04 22:13:00,1988-02-04 00:09:00,CUST100008,100008,Sullivan Benjamin,100005,LCN_100005,N_LCN_A00005,100049,BSN_100049,AREA00049,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 00:09:00
19880204100013,1988-02-04 00:14:40,19880204103200013,CD1988020410103200013,12090001,CD12090001,INTERACTION,1988-02-04 22:59:00,1988-02-04 00:14:40,CUST100013,100013,Arian Shelton,100008,LCN_100008,N_LCN_A00008,100021,BSN_100021,AREA00021,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 00:14:40
19880204100033,1988-02-04 00:16:22,19880204103200033,CD1988020510103200033,12090001,CD12090001,INTERACTION,1988-02-05 02:15:00,1988-02-04 00:16:22,CUST100033,100033,Camron Mays,100013,LCN_100013,N_LCN_A00013,100045,BSN_100045,AREA00045,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 00:16:22
19880204100006,1988-02-04 00:20:10,19880204103300006,CD1988020410103300006,12090002,CD12090002,TRANSACTION,1988-02-04 21:49:00,1988-02-04 00:20:10,CUST100006,100006,Cristiano Mccullough,100011,LCN_100011,N_LCN_A00011,100042,BSN_100042,AREA00042,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 00:20:10
19880204100006,1988-02-04 00:20:16,19880204103400006,CD1988020410103400006,12090003,CD12090003,SERVICE REQUEST,1988-02-04 21:49:00,1988-02-04 00:20:16,CUST100006,100006,Cristiano Mccullough,200006,WEB_200006,N_WEB_A00006,200014,BSN_200014,SITE00014,380015,CD380015,IVR,200005,CD200005,Contact Center,,,,,SRC1,,100001,,1988-02-04 00:20:16
19880204100006,1988-02-04 00:20:16,19880204103200006,CD1988020410103200006,12090003,CD12090003,SERVICE REQUEST,1988-02-04 21:49:00,1988-02-04 00:20:16,CUST100006,100006,Cristiano Mccullough,200006,WEB_200006,N_WEB_A00006,200014,BSN_200014,SITE00014,380015,CD380015,IVR,200005,CD200005,Contact Center,,,,,SRC1,,100001,,1988-02-04 00:20:16
19880204100020,1988-02-04 00:20:58,19880204103200020,CD1988020510103200020,12090001,CD12090001,INTERACTION,1988-02-05 00:05:00,1988-02-04 00:20:58,CUST100020,100020,Brice Taylor,100013,LCN_100013,N_LCN_A00013,100029,BSN_100029,AREA00029,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 00:20:58
19880204100039,1988-02-04 00:32:50,19880204103200039,CD1988020410103200039,12090001,CD12090001,INTERACTION,1988-02-04 03:05:00,1988-02-04 00:32:50,CUST100039,100039,Caiden Montgomery,100002,LCN_100002,N_LCN_A00002,100022,BSN_100022,AREA00022,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 00:32:50
19880204100042,1988-02-04 00:39:58,19880204103200042,CD1988020410103200042,12090001,CD12090001,INTERACTION,1988-02-04 03:27:00,1988-02-04 00:39:58,CUST100042,100042,Angelina Delaney,100012,LCN_100012,N_LCN_A00012,100034,BSN_100034,AREA00034,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 00:39:58
19880204100008,1988-02-04 00:40:18,19880204103200008,CD1988020410103200008,12090001,CD12090001,INTERACTION,1988-02-04 22:13:00,1988-02-04 00:40:18,CUST100008,100008,Sullivan Benjamin,200012,WEB_200012,N_WEB_A00012,200035,BSN_200035,SITE00035,380006,CD380006,Instagram,200001,CD200001,Social Media,,,,,SRC1,,100001,,1988-02-04 00:40:18
19880204100040,1988-02-04 00:40:32,19880204103200040,CD1988020410103200040,12090001,CD12090001,INTERACTION,1988-02-04 03:19:00,1988-02-04 00:40:32,CUST100040,100040,Janiya Rodriguez,100010,LCN_100010,N_LCN_A00010,100030,BSN_100030,AREA00030,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 00:40:32
19880204100021,1988-02-04 00:46:16,19880204103200021,CD1988020510103200021,12090001,CD12090001,INTERACTION,1988-02-05 00:23:00,1988-02-04 00:46:16,CUST100021,100021,Salma Mcclain,100002,LCN_100002,N_LCN_A00002,100012,BSN_100012,AREA00012,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 00:46:16
19880204100026,1988-02-04 00:57:50,19880204103200026,CD1988020510103200026,12090001,CD12090001,INTERACTION,1988-02-05 01:03:00,1988-02-04 00:57:50,CUST100026,100026,Yaritza Raymond,100010,LCN_100010,N_LCN_A00010,100027,BSN_100027,AREA00027,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 00:57:50
19880204100024,1988-02-04 01:09:44,19880204103300024,CD1988020510103300024,12090002,CD12090002,TRANSACTION,1988-02-05 00:49:00,1988-02-04 01:09:44,CUST100024,100024,Veronica Ewing,100007,LCN_100007,N_LCN_A00007,100013,BSN_100013,AREA00013,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 01:09:44
19880204100024,1988-02-04 01:09:44,19880204103200024,CD1988020510103200024,12090001,CD12090001,INTERACTION,1988-02-05 00:49:00,1988-02-04 01:09:44,CUST100024,100024,Veronica Ewing,100007,LCN_100007,N_LCN_A00007,100013,BSN_100013,AREA00013,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 01:09:44
19880204100012,1988-02-04 01:08:00,19880204103300012,CD1988020410103300012,12090002,CD12090002,TRANSACTION,1988-02-04 22:53:00,1988-02-04 01:08:00,CUST100012,100012,Emma Sanford,100011,LCN_100011,N_LCN_A00011,100031,BSN_100031,AREA00031,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 01:08:00
19880204100012,1988-02-04 01:08:00,19880204103200012,CD1988020410103200012,12090001,CD12090001,INTERACTION,1988-02-04 22:53:00,1988-02-04 01:08:00,CUST100012,100012,Emma Sanford,100011,LCN_100011,N_LCN_A00011,100031,BSN_100031,AREA00031,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 01:08:00
19880204100029,1988-02-04 01:15:18,19880204103200029,CD1988020510103200029,12090001,CD12090001,INTERACTION,1988-02-05 01:27:00,1988-02-04 01:15:18,CUST100029,100029,Rohan Holman,100014,LCN_100014,N_LCN_A00014,100026,BSN_100026,AREA00026,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 01:15:18
19880204100048,1988-02-04 01:16:22,19880204103200048,CD1988020410103200048,12090001,CD12090001,INTERACTION,1988-02-04 04:35:00,1988-02-04 01:16:22,CUST100048,100048,Kayla Cain,100002,LCN_100002,N_LCN_A00002,100008,BSN_100008,AREA00008,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 01:16:22
19880204100046,1988-02-04 01:12:20,19880204103200046,CD1988020410103200046,12090001,CD12090001,INTERACTION,1988-02-04 04:15:00,1988-02-04 01:12:20,CUST100046,100046,Amiyah Alston,100008,LCN_100008,N_LCN_A00008,100017,BSN_100017,AREA00017,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 01:12:20
19880204100036,1988-02-04 01:15:48,19880204103300036,CD1988020510103300036,12090002,CD12090002,TRANSACTION,1988-02-05 02:41:00,1988-02-04 01:15:48,CUST100036,100036,Princess Bray,100012,LCN_100012,N_LCN_A00012,100018,BSN_100018,AREA00018,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 01:15:48
19880204100028,1988-02-04 01:35:10,19880204103300028,CD1988020510103300028,12090002,CD12090002,TRANSACTION,1988-02-05 01:21:00,1988-02-04 01:35:10,CUST100028,100028,Royce Tillman,100011,LCN_100011,N_LCN_A00011,100037,BSN_100037,AREA00037,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 01:35:10
19880204100050,1988-02-04 01:42:58,19880204103200050,CD1988020410103200050,12090001,CD12090001,INTERACTION,1988-02-04 05:09:00,1988-02-04 01:42:58,CUST100050,100050,Felipe Hood,100004,LCN_100004,N_LCN_A00004,100009,BSN_100009,AREA00009,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 01:42:58
19880204100005,1988-02-04 01:39:26,19880204103300005,CD1988020410103300005,12090002,CD12090002,TRANSACTION,1988-02-04 21:41:00,1988-02-04 01:39:26,CUST100005,100005,Selena Whitehead,100001,LCN_100001,N_LCN_A00001,100036,BSN_100036,AREA00036,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 01:39:26
19880204100052,1988-02-04 01:41:56,19880204103200052,CD1988020410103200052,12090001,CD12090001,INTERACTION,1988-02-04 05:37:00,1988-02-04 01:41:56,CUST100052,100052,Laney Poole,100008,LCN_100008,N_LCN_A00008,100025,BSN_100025,AREA00025,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 01:41:56
19880204100036,1988-02-04 01:43:38,19880204103200036,CD1988020510103200036,12090001,CD12090001,INTERACTION,1988-02-05 02:41:00,1988-02-04 01:43:38,CUST100036,100036,Princess Bray,200012,WEB_200012,N_WEB_A00012,200021,BSN_200021,SITE00021,380006,CD380006,Instagram,200001,CD200001,Social Media,,,,,SRC1,,100001,,1988-02-04 01:43:38
19880204100019,1988-02-04 01:49:56,19880204103300019,CD1988020410103300019,12090002,CD12090002,TRANSACTION,1988-02-04 23:57:00,1988-02-04 01:49:56,CUST100019,100019,Makayla Stark,100001,LCN_100001,N_LCN_A00001,100038,BSN_100038,AREA00038,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 01:49:56
19880204100023,1988-02-04 01:56:40,19880204103300023,CD1988020510103300023,12090002,CD12090002,TRANSACTION,1988-02-05 00:43:00,1988-02-04 01:56:40,CUST100023,100023,Olive Hewitt,100013,LCN_100013,N_LCN_A00013,100048,BSN_100048,AREA00048,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 01:56:40
19880204100054,1988-02-04 01:56:44,19880204103200054,CD1988020410103200054,12090001,CD12090001,INTERACTION,1988-02-04 06:03:00,1988-02-04 01:56:44,CUST100054,100054,Kimber Bryan,100005,LCN_100005,N_LCN_A00005,100020,BSN_100020,AREA00020,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 01:56:44
19880204100044,1988-02-04 02:00:08,19880204103200044,CD1988020410103200044,12090001,CD12090001,INTERACTION,1988-02-04 03:47:00,1988-02-04 02:00:08,CUST100044,100044,Princess Bray,100012,LCN_100012,N_LCN_A00012,100037,BSN_100037,AREA00037,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 02:00:08
19880204100028,1988-02-04 02:06:06,19880204103200028,CD1988020510103200028,12090001,CD12090001,INTERACTION,1988-02-05 01:21:00,1988-02-04 02:06:06,CUST100028,100028,Royce Tillman,200013,WEB_200013,N_WEB_A00013,200032,BSN_200032,SITE00032,380006,CD380006,Instagram,200001,CD200001,Social Media,,,,,SRC1,,100001,,1988-02-04 02:06:06
19880204100005,1988-02-04 02:15:26,19880204103200005,CD1988020410103200005,12090001,CD12090001,INTERACTION,1988-02-04 21:41:00,1988-02-04 02:15:26,CUST100005,100005,Selena Whitehead,200001,WEB_200001,N_WEB_A00001,200036,BSN_200036,SITE00036,380006,CD380006,Instagram,200001,CD200001,Social Media,,,,,SRC1,,100001,,1988-02-04 02:15:26
19880204100043,1988-02-04 02:14:22,19880204103300043,CD1988020410103300043,12090002,CD12090002,TRANSACTION,1988-02-04 03:35:00,1988-02-04 02:14:22,CUST100043,100043,Matteo Duncan,100014,LCN_100014,N_LCN_A00014,100018,BSN_100018,AREA00018,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 02:14:22
19880204100043,1988-02-04 02:14:28,19880204103400043,CD1988020410103400043,12090003,CD12090003,SERVICE REQUEST,1988-02-04 03:35:00,1988-02-04 02:14:28,CUST100043,100043,Matteo Duncan,200014,WEB_200014,N_WEB_A00014,200020,BSN_200020,SITE00020,380015,CD380015,IVR,200005,CD200005,Contact Center,,,,,SRC1,,100001,,1988-02-04 02:14:28
19880204100043,1988-02-04 02:14:28,19880204103200043,CD1988020410103200043,12090003,CD12090003,SERVICE REQUEST,1988-02-04 03:35:00,1988-02-04 02:14:28,CUST100043,100043,Matteo Duncan,200014,WEB_200014,N_WEB_A00014,200020,BSN_200020,SITE00020,380015,CD380015,IVR,200005,CD200005,Contact Center,,,,,SRC1,,100001,,1988-02-04 02:14:28
19880204100015,1988-02-04 02:14:54,19880204103300015,CD1988020410103300015,12090002,CD12090002,TRANSACTION,1988-02-04 23:23:00,1988-02-04 02:14:54,CUST100015,100015,Kaylie Douglas,100001,LCN_100001,N_LCN_A00001,100004,BSN_100004,AREA00004,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 02:14:54
19880204100019,1988-02-04 02:18:52,19880204103200019,CD1988020410103200019,12090001,CD12090001,INTERACTION,1988-02-04 23:57:00,1988-02-04 02:18:52,CUST100019,100019,Makayla Stark,200011,WEB_200011,N_WEB_A00011,200047,BSN_200047,SITE00047,380006,CD380006,Instagram,200001,CD200001,Social Media,,,,,SRC1,,100001,,1988-02-04 02:18:52
19880204100057,1988-02-04 02:21:32,19880204103200057,CD1988020410103200057,12090001,CD12090001,INTERACTION,1988-02-04 06:31:00,1988-02-04 02:21:32,CUST100057,100057,Kimber Bryan,100008,LCN_100008,N_LCN_A00008,100029,BSN_100029,AREA00029,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 02:21:32
19880204100023,1988-02-04 02:19:06,19880204103200023,CD1988020510103200023,12090001,CD12090001,INTERACTION,1988-02-05 00:43:00,1988-02-04 02:19:06,CUST100023,100023,Olive Hewitt,200003,WEB_200003,N_WEB_A00003,200026,BSN_200026,SITE00026,380006,CD380006,Instagram,200001,CD200001,Social Media,,,,,SRC1,,100001,,1988-02-04 02:19:06
19880204100015,1988-02-04 02:34:00,19880204103200015,CD1988020410103200015,12090001,CD12090001,INTERACTION,1988-02-04 23:23:00,1988-02-04 02:34:00,CUST100015,100015,Kaylie Douglas,200008,WEB_200008,N_WEB_A00008,200044,BSN_200044,SITE00044,380006,CD380006,Instagram,200001,CD200001,Social Media,,,,,SRC1,,100001,,1988-02-04 02:34:00
19880204100016,1988-02-04 02:38:54,19880204103300016,CD1988020410103300016,12090002,CD12090002,TRANSACTION,1988-02-04 23:29:00,1988-02-04 02:38:54,CUST100016,100016,Tucker Tran,100001,LCN_100001,N_LCN_A00001,100018,BSN_100018,AREA00018,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 02:38:54
19880204100016,1988-02-04 02:38:54,19880204103200016,CD1988020410103200016,12090001,CD12090001,INTERACTION,1988-02-04 23:29:00,1988-02-04 02:38:54,CUST100016,100016,Tucker Tran,100001,LCN_100001,N_LCN_A00001,100018,BSN_100018,AREA00018,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 02:38:54
19880204100034,1988-02-04 02:40:38,19880204103200034,CD1988020510103200034,12090001,CD12090001,INTERACTION,1988-02-05 02:29:00,1988-02-04 02:40:38,CUST100034,100034,Camila Hernandez,100010,LCN_100010,N_LCN_A00010,100046,BSN_100046,AREA00046,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 02:40:38
19880204100037,1988-02-04 02:43:54,19880204103300037,CD1988020510103300037,12090002,CD12090002,TRANSACTION,1988-02-05 02:45:00,1988-02-04 02:43:54,CUST100037,100037,Sloan Ortiz,100010,LCN_100010,N_LCN_A00010,100008,BSN_100008,AREA00008,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 02:43:54
19880204100053,1988-02-04 02:48:52,19880204103300053,CD1988020410103300053,12090002,CD12090002,TRANSACTION,1988-02-04 05:53:00,1988-02-04 02:48:52,CUST100053,100053,Jaylah Cabrera,100005,LCN_100005,N_LCN_A00005,100043,BSN_100043,AREA00043,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 02:48:52
19880204100053,1988-02-04 02:49:00,19880204103400053,CD1988020410103400053,12090003,CD12090003,SERVICE REQUEST,1988-02-04 05:53:00,1988-02-04 02:49:00,CUST100053,100053,Jaylah Cabrera,200006,WEB_200006,N_WEB_A00006,200036,BSN_200036,SITE00036,380015,CD380015,IVR,200005,CD200005,Contact Center,,,,,SRC1,,100001,,1988-02-04 02:49:00
19880204100053,1988-02-04 02:49:00,19880204103200053,CD1988020410103200053,12090003,CD12090003,SERVICE REQUEST,1988-02-04 05:53:00,1988-02-04 02:49:00,CUST100053,100053,Jaylah Cabrera,200006,WEB_200006,N_WEB_A00006,200036,BSN_200036,SITE00036,380015,CD380015,IVR,200005,CD200005,Contact Center,,,,,SRC1,,100001,,1988-02-04 02:49:00
19880204100063,1988-02-04 03:00:32,19880204103200063,CD1988020410103200063,12090001,CD12090001,INTERACTION,1988-02-04 07:41:00,1988-02-04 03:00:32,CUST100063,100063,Charity Finley,100002,LCN_100002,N_LCN_A00002,100043,BSN_100043,AREA00043,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 03:00:32
19880204100035,1988-02-04 03:12:34,19880204103200035,CD1988020510103200035,12090001,CD12090001,INTERACTION,1988-02-05 02:37:00,1988-02-04 03:12:34,CUST100035,100035,Triston Mooney,100010,LCN_100010,N_LCN_A00010,100016,BSN_100016,AREA00016,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,,,,,SRC1,,100001,,1988-02-04 03:12:34
19880204100037,1988-02-04 03:10:54,19880204103200037,CD1988020510103200037,12090001,CD12090001,INTERACTION,1988-02-05 02:45:00,1988-02-04 03:10:54,CUST100037,100037,Sloan Ortiz,200008,WEB_200008,N_WEB_A00008,200028,BSN_200028,SITE00028,380006,CD380006,Instagram,200001,CD200001,Social Media,,,,,SRC1,,100001,,1988-02-04 03:10:54
