"intrctn_enq_id"	"intrctn_id"	"intrctn_dttm"	"intrctn_ln_item_seq_num"	"prev_intrctn_id"	"prev_intrctn_dttm"	"promo_ofr_id"	"promo_ofr_ref_int_id"	"promo_initv_id"	"promo_initv_ref_int_id"	"intrctn_type"	"intrctn_dirctn"	"intrctn_ctgry"	"intrctn_sub_ctgry"	"intrctn_ctgry_id"	"intrctn_reason"	"intrctn_begin_dttm"	"intrctn_end_dttm"	"terminal_nm"	"act_type_id"	"act_type_cd"	"act_type"	"act_id"	"emp_id"	"emp_nm"	"chnl_id"	"chnl_cd"	"chnl_nm"	"tch_pnt_id"	"tch_pnt_cd"	"tch_pnt_nm"	"cust_id"	"cust_ref_int_id"	"cust_nm"	"bsn_unit_id"	"bsn_unit_cd"	"bsn_unit_nm"	"locn_id"	"locn_cd"	"locn_nm"	"item_id"	"item_ref_int_id"	"item_nm"	"mrhrc_hier_grp_id"	"mrhrc_hier_grp_nm"	"st_id"	"st_cd"	"ofr_intrctn_type"	"intrctn_event"	"item_intrctn_type"	"intrctn_desc"	"batch_run_id"	"job_run_id"	"src_sys_id"	"src_sys_nm"	"tenant_id"	"rec_creat_by"	"rec_creat_dttm"
" 198802041001100009 "	"198802041001100009"	"1988-02-04 22:11:42"	1	"198802041001100009"	"1988-02-04 22:21:00"	"ID1618150005"	1618150005	"ID914920005"	914920005	"near_to_store"	"INBOUND"	"ENQUIRY"	"ACCESS"	"INTCATID_001"	"AWARENESS"	"1988-02-04 22:11:42"	"1988-02-04 22:11:42"	"COUNTER_NO_5"	12090001	"CD12090001"	"INTERACTION"	19880204103200000	50003	"CD50003"	380013	"CD380013"	"Geo-Spatial"	200004	"CD200004"	"In-Store"	"CUST100009"	100009	"Tia Hopper"	100023	"BSN_100023"	"AREA00023"	100005	"LCN_100005"	"N_LCN_A00005"	"CD5130001"	5130001	"NAN"	300001	"MRHRC L3 Group 1"	36	"S"	"SUSPECT"	"InStore_NearToInStore"	"AWARENESS"	"Probable customer activity"			"SRC1"		100001		"1988-02-04 22:11:42"
" 198802041007100001 "	"198802041007100001"	"1988-02-04 22:16:36"	2	"198802041006100001"	"1988-02-04 21:43:40"	"ID1618150003"	1618150003	"ID914920003"	914920003	"add_items_into_cart"	"INBOUND"	"ENQUIRY"	"SELECT"	"INTCATID_008"	"PURCHASE"	"1988-02-04 22:16:36"	"1988-02-04 22:16:36"	"COUNTER_NO_14"	12090001	"CD12090001"	"INTERACTION"	19880204103200000	50002	"CD50002"	380013	"CD380013"	"Geo-Spatial"	200004	"CD200004"	"In-Store"	"CUST100001"	100001	"Victoria Santana"	100007	"BSN_100007"	"AREA00007"	100001	"LCN_100001"	"N_LCN_A00001"	"CD5130039"	5130039	"Core A8"	300001	"MRHRC L3 Group 1"	36	"S"	"PROSPECT"	"InStore_AddItemsInCart"	"PURCHASE"	"Displays willingness to buy"			"SRC1"		100001		"1988-02-04 22:16:36"
" 198802041006100010 "	"198802041006100010"	"1988-02-04 22:14:28"	1	"198802041006100010"	"1988-02-04 22:31:00"	"ID1618150006"	1618150006	"ID914920006"	914920006	"checkin"	"INBOUND"	"ENQUIRY"	"ACCESS"	"INTCATID_001"	"RESEARCH"	"1988-02-04 22:14:28"	"1988-02-04 22:14:28"	"COUNTER_NO_4"	12090001	"CD12090001"	"INTERACTION"	19880204103200000	50003	"CD50003"	380013	"CD380013"	"Geo-Spatial"	200004	"CD200004"	"In-Store"	"CUST100010"	100010	"Autumn Cortez"	100047	"BSN_100047"	"AREA00047"	100001	"LCN_100001"	"N_LCN_A00001"	"CD5130001"	5130001	"NAN"	300001	"MRHRC L3 Group 1"	36	"S"	"SUSPECT"	"InStore_CheckIn"	"RESEARCH"	"Walked in to store"			"SRC1"		100001		"1988-02-04 22:14:28"
" 198802041002100005 "	"198802041002100005"	"1988-02-04 22:26:38"	2	"198802041001100005"	"1988-02-04 21:50:06"	"ID1618150006"	1618150006	"ID914920006"	914920006	"in_parking"	"INBOUND"	"ENQUIRY"	"ACCESS"	"INTCATID_001"	"RESEARCH"	"1988-02-04 22:26:38"	"1988-02-04 22:26:38"	"COUNTER_NO_1"	12090001	"CD12090001"	"INTERACTION"	19880204103200000	50003	"CD50003"	380013	"CD380013"	"Geo-Spatial"	200004	"CD200004"	"In-Store"	"CUST100005"	100005	"Selena Whitehead"	100037	"BSN_100037"	"AREA00037"	100001	"LCN_100001"	"N_LCN_A00001"	"CD5130001"	5130001	"NAN"	300001	"MRHRC L3 Group 1"	36	"S"	"SUSPECT"	"InStore_InParking"	"RESEARCH"	"Probable customer activity"			"SRC1"		100001		"1988-02-04 22:26:38"
" 198802041011100007 "	"198802041011100007"	"1988-02-04 22:28:30"	2	"198802041006100007"	"1988-02-04 21:57:08"	"ID1618150002"	1618150002	"ID914920002"	914920002	"product_enquiry"	"INBOUND"	"ENQUIRY"	"ENQUIRY"	"INTCATID_003"	"AWARENESS"	"1988-02-04 22:28:30"	"1988-02-04 22:28:30"	"COUNTER_NO_10"	12090001	"CD12090001"	"INTERACTION"	19880204103200000	50003	"CD50003"	380013	"CD380013"	"Geo-Spatial"	200004	"CD200004"	"In-Store"	"CUST100007"	100007	"Maurice Moon"	100004	"BSN_100004"	"AREA00004"	100004	"LCN_100004"	"N_LCN_A00004"	"CD5130101"	5130101	"55EG960T"	300001	"MRHRC L3 Group 1"	36	"S"	"LEAD"	"InStore_ProductEnquiry"	"AWARENESS"	"Looking for purchase of item"			"SRC1"		100001		"1988-02-04 22:28:30"
" 198802041001100014 "	"198802041001100014"	"1988-02-04 22:28:38"	1	"198802041001100014"	"1988-02-04 23:11:00"	"ID1618150005"	1618150005	"ID914920005"	914920005	"near_to_store"	"INBOUND"	"ENQUIRY"	"ACCESS"	"INTCATID_001"	"AWARENESS"	"1988-02-04 22:28:38"	"1988-02-04 22:28:38"	"COUNTER_NO_12"	12090001	"CD12090001"	"INTERACTION"	19880204103200000	50002	"CD50002"	380013	"CD380013"	"Geo-Spatial"	200004	"CD200004"	"In-Store"	"CUST100014"	100014	"Avah Woodard"	100009	"BSN_100009"	"AREA00009"	100005	"LCN_100005"	"N_LCN_A00005"	"CD5130001"	5130001	"NAN"	300001	"MRHRC L3 Group 1"	36	"S"	"SUSPECT"	"InStore_NearToInStore"	"AWARENESS"	"Probable customer activity"			"SRC1"		100001		"1988-02-04 22:28:38"
" 198802041007100004 "	"198802041007100004"	"1988-02-04 22:27:36"	2	"198802041006100004"	"1988-02-04 21:47:54"	"ID1618150006"	1618150006	"ID914920006"	914920006	"add_items_into_cart"	"INBOUND"	"ENQUIRY"	"SELECT"	"INTCATID_008"	"PURCHASE"	"1988-02-04 22:27:36"	"1988-02-04 22:27:36"	"COUNTER_NO_4"	12090001	"CD12090001"	"INTERACTION"	19880204103200000	50002	"CD50002"	380013	"CD380013"	"Geo-Spatial"	200004	"CD200004"	"In-Store"	"CUST100004"	100004	"Jakob Nichols"	100043	"BSN_100043"	"AREA00043"	100012	"LCN_100012"	"N_LCN_A00012"	"CD5130157"	5130157	"Grey"	300001	"MRHRC L3 Group 1"	36	"S"	"PROSPECT"	"InStore_AddItemsInCart"	"PURCHASE"	"Displays willingness to buy"			"SRC1"		100001		"1988-02-04 22:27:36"
" 198802041006100012 "	"198802041006100012"	"1988-02-04 22:29:06"	1	"198802041006100012"	"1988-02-04 22:53:00"	"ID1618150006"	1618150006	"ID914920006"	914920006	"checkin"	"INBOUND"	"ENQUIRY"	"ACCESS"	"INTCATID_001"	"RESEARCH"	"1988-02-04 22:29:06"	"1988-02-04 22:29:06"	"COUNTER_NO_14"	12090001	"CD12090001"	"INTERACTION"	19880204103200000	50002	"CD50002"	380013	"CD380013"	"Geo-Spatial"	200004	"CD200004"	"In-Store"	"CUST100012"	100012	"Emma Sanford"	100026	"BSN_100026"	"AREA00026"	100009	"LCN_100009"	"N_LCN_A00009"	"CD5130001"	5130001	"NAN"	300001	"MRHRC L3 Group 1"	36	"S"	"SUSPECT"	"InStore_CheckIn"	"RESEARCH"	"Walked in to store"			"SRC1"		100001		"1988-02-04 22:29:06"
" 198802041011100006 "	"198802041011100006"	"1988-02-04 22:31:30"	2	"198802041006100006"	"1988-02-04 21:59:30"	"ID1618150005"	1618150005	"ID914920005"	914920005	"product_enquiry"	"INBOUND"	"ENQUIRY"	"ENQUIRY"	"INTCATID_003"	"AWARENESS"	"1988-02-04 22:31:30"	"1988-02-04 22:31:30"	"COUNTER_NO_8"	12090001	"CD12090001"	"INTERACTION"	19880204103200000	50002	"CD50002"	380013	"CD380013"	"Geo-Spatial"	200004	"CD200004"	"In-Store"	"CUST100006"	100006	"Cristiano Mccullough"	100002	"BSN_100002"	"AREA00002"	100009	"LCN_100009"	"N_LCN_A00009"	"CD5130131"	5130131	"NR-BR347VSX1"	300001	"MRHRC L3 Group 1"	36	"S"	"LEAD"	"InStore_ProductEnquiry"	"AWARENESS"	"Looking for purchase of item"			"SRC1"		100001		"1988-02-04 22:31:30"
" 198802041006100013 "	"198802041006100013"	"1988-02-04 22:34:28"	1	"198802041006100013"	"1988-02-04 22:59:00"	"ID1618150004"	1618150004	"ID914920004"	914920004	"checkin"	"INBOUND"	"ENQUIRY"	"ACCESS"	"INTCATID_001"	"RESEARCH"	"1988-02-04 22:34:28"	"1988-02-04 22:34:28"	"COUNTER_NO_13"	12090001	"CD12090001"	"INTERACTION"	19880204103200000	50003	"CD50003"	380013	"CD380013"	"Geo-Spatial"	200004	"CD200004"	"In-Store"	"CUST100013"	100013	"Arian Shelton"	100018	"BSN_100018"	"AREA00018"	100009	"LCN_100009"	"N_LCN_A00009"	"CD5130001"	5130001	"NAN"	300001	"MRHRC L3 Group 1"	36	"S"	"SUSPECT"	"InStore_CheckIn"	"RESEARCH"	"Walked in to store"			"SRC1"		100001		"1988-02-04 22:34:28"
" 198802041011100008 "	"198802041011100008"	"1988-02-04 22:35:14"	2	"198802041006100008"	"1988-02-04 22:09:52"	"ID1618150005"	1618150005	"ID914920005"	914920005	"product_enquiry"	"INBOUND"	"ENQUIRY"	"ENQUIRY"	"INTCATID_003"	"AWARENESS"	"1988-02-04 22:35:14"	"1988-02-04 22:35:14"	"COUNTER_NO_2"	12090001	"CD12090001"	"INTERACTION"	19880204103200000	50004	"CD50004"	380013	"CD380013"	"Geo-Spatial"	200004	"CD200004"	"In-Store"	"CUST100008"	100008	"Sullivan Benjamin"	100033	"BSN_100033"	"AREA00033"	100005	"LCN_100005"	"N_LCN_A00005"	"CD5130397"	5130397	"Godrej Interio"	300001	"MRHRC L3 Group 1"	36	"S"	"LEAD"	"InStore_ProductEnquiry"	"AWARENESS"	"Looking for purchase of item"			"SRC1"		100001		"1988-02-04 22:35:14"
" 198802041007100010 "	"198802041007100010"	"1988-02-04 22:39:28"	2	"198802041006100010"	"1988-02-04 22:14:28"	"ID1618150002"	1618150002	"ID914920002"	914920002	"add_items_into_cart"	"INBOUND"	"ENQUIRY"	"SELECT"	"INTCATID_008"	"PURCHASE"	"1988-02-04 22:39:28"	"1988-02-04 22:39:28"	"COUNTER_NO_4"	12090001	"CD12090001"	"INTERACTION"	19880204103200000	50003	"CD50003"	380013	"CD380013"	"Geo-Spatial"	200004	"CD200004"	"In-Store"	"CUST100010"	100010	"Autumn Cortez"	100037	"BSN_100037"	"AREA00037"	100011	"LCN_100011"	"N_LCN_A00011"	"CD5130380"	5130380	"Evok"	300001	"MRHRC L3 Group 1"	36	"S"	"PROSPECT"	"InStore_AddItemsInCart"	"PURCHASE"	"Displays willingness to buy"			"SRC1"		100001		"1988-02-04 22:39:28"
" 198802041006100015 "	"198802041006100015"	"1988-02-04 22:43:50"	1	"198802041006100015"	"1988-02-04 23:23:00"	"ID1618150005"	1618150005	"ID914920005"	914920005	"checkin"	"INBOUND"	"ENQUIRY"	"ACCESS"	"INTCATID_001"	"RESEARCH"	"1988-02-04 22:43:50"	"1988-02-04 22:43:50"	"COUNTER_NO_4"	12090001	"CD12090001"	"INTERACTION"	19880204103200000	50003	"CD50003"	380013	"CD380013"	"Geo-Spatial"	200004	"CD200004"	"In-Store"	"CUST100015"	100015	"Kaylie Douglas"	100004	"BSN_100004"	"AREA00004"	100008	"LCN_100008"	"N_LCN_A00008"	"CD5130001"	5130001	"NAN"	300001	"MRHRC L3 Group 1"	36	"S"	"SUSPECT"	"InStore_CheckIn"	"RESEARCH"	"Walked in to store"			"SRC1"		100001		"1988-02-04 22:43:50"
" 198802041006100002 "	"198802041006100002"	"1988-02-04 22:43:26"	3	"198802041002100002"	"1988-02-04 22:16:48"	"ID1618150003"	1618150003	"ID914920003"	914920003	"checkin"	"INBOUND"	"ENQUIRY"	"ACCESS"	"INTCATID_001"	"RESEARCH"	"1988-02-04 22:43:26"	"1988-02-04 22:43:26"	"COUNTER_NO_12"	12090001	"CD12090001"	"INTERACTION"	19880204103200000	50002	"CD50002"	380013	"CD380013"	"Geo-Spatial"	200004	"CD200004"	"In-Store"	"CUST100002"	100002	"Zane Harrison"	100025	"BSN_100025"	"AREA00025"	100005	"LCN_100005"	"N_LCN_A00005"	"CD5130001"	5130001	"NAN"	300001	"MRHRC L3 Group 1"	36	"S"	"SUSPECT"	"InStore_CheckIn"	"RESEARCH"	"Walked in to store"			"SRC1"		100001		"1988-02-04 22:43:26"
" 198802041007100011 "	"198802041007100011"	"1988-02-04 22:49:12"	2	"198802041006100011"	"1988-02-04 22:13:42"	"ID1618150001"	1618150001	"ID914920001"	914920001	"add_items_into_cart"	"INBOUND"	"ENQUIRY"	"SELECT"	"INTCATID_008"	"PURCHASE"	"1988-02-04 22:49:12"	"1988-02-04 22:49:12"	"COUNTER_NO_11"	12090001	"CD12090001"	"INTERACTION"	19880204103200000	50003	"CD50003"	380013	"CD380013"	"Geo-Spatial"	200004	"CD200004"	"In-Store"	"CUST100011"	100011	"Liana Little"	100016	"BSN_100016"	"AREA00016"	100009	"LCN_100009"	"N_LCN_A00009"	"CD5130108"	5130108	"L553L2"	300001	"MRHRC L3 Group 1"	36	"S"	"PROSPECT"	"InStore_AddItemsInCart"	"PURCHASE"	"Displays willingness to buy"			"SRC1"		100001		"1988-02-04 22:49:12"
" 198802041006100018 "	"198802041006100018"	"1988-02-04 22:50:58"	1	"198802041006100018"	"1988-02-04 23:49:00"	"ID1618150003"	1618150003	"ID914920003"	914920003	"checkin"	"INBOUND"	"ENQUIRY"	"ACCESS"	"INTCATID_001"	"RESEARCH"	"1988-02-04 22:50:58"	"1988-02-04 22:50:58"	"COUNTER_NO_7"	12090001	"CD12090001"	"INTERACTION"	19880204103200000	50002	"CD50002"	380013	"CD380013"	"Geo-Spatial"	200004	"CD200004"	"In-Store"	"CUST100018"	100018	"Tripp Payne"	100005	"BSN_100005"	"AREA00005"	100008	"LCN_100008"	"N_LCN_A00008"	"CD5130001"	5130001	"NAN"	300001	"MRHRC L3 Group 1"	36	"S"	"SUSPECT"	"InStore_CheckIn"	"RESEARCH"	"Walked in to store"			"SRC1"		100001		"1988-02-04 22:50:58"
" 198802041011100012 "	"198802041011100012"	"1988-02-04 22:55:30"	2	"198802041006100012"	"1988-02-04 22:29:06"	"ID1618150002"	1618150002	"ID914920002"	914920002	"product_enquiry"	"INBOUND"	"ENQUIRY"	"ENQUIRY"	"INTCATID_003"	"AWARENESS"	"1988-02-04 22:55:30"	"1988-02-04 22:55:30"	"COUNTER_NO_14"	12090001	"CD12090001"	"INTERACTION"	19880204103200000	50002	"CD50002"	380013	"CD380013"	"Geo-Spatial"	200004	"CD200004"	"In-Store"	"CUST100012"	100012	"Emma Sanford"	100043	"BSN_100043"	"AREA00043"	100008	"LCN_100008"	"N_LCN_A00008"	"CD5130322"	5130322	"Godrej Interio"	300001	"MRHRC L3 Group 1"	36	"S"	"LEAD"	"InStore_ProductEnquiry"	"AWARENESS"	"Looking for purchase of item"			"SRC1"		100001		"1988-02-04 22:55:30"
" 198802041001100016 "	"198802041001100016"	"1988-02-04 22:56:28"	1	"198802041001100016"	"1988-02-04 23:29:00"	"ID1618150003"	1618150003	"ID914920003"	914920003	"near_to_store"	"INBOUND"	"ENQUIRY"	"ACCESS"	"INTCATID_001"	"AWARENESS"	"1988-02-04 22:56:28"	"1988-02-04 22:56:28"	"COUNTER_NO_13"	12090001	"CD12090001"	"INTERACTION"	19880204103200000	50003	"CD50003"	380013	"CD380013"	"Geo-Spatial"	200004	"CD200004"	"In-Store"	"CUST100016"	100016	"Tucker Tran"	100030	"BSN_100030"	"AREA00030"	100003	"LCN_100003"	"N_LCN_A00003"	"CD5130001"	5130001	"NAN"	300001	"MRHRC L3 Group 1"	36	"S"	"SUSPECT"	"InStore_NearToInStore"	"AWARENESS"	"Probable customer activity"			"SRC1"		100001		"1988-02-04 22:56:28"
" 198802041006100017 "	"198802041006100017"	"1988-02-04 22:49:18"	1	"198802041006100017"	"1988-02-04 23:39:00"	"ID1618150004"	1618150004	"ID914920004"	914920004	"checkin"	"INBOUND"	"ENQUIRY"	"ACCESS"	"INTCATID_001"	"RESEARCH"	"1988-02-04 22:49:18"	"1988-02-04 22:49:18"	"COUNTER_NO_12"	12090001	"CD12090001"	"INTERACTION"	19880204103200000	50003	"CD50003"	380013	"CD380013"	"Geo-Spatial"	200004	"CD200004"	"In-Store"	"CUST100017"	100017	"Lincoln Patton"	100025	"BSN_100025"	"AREA00025"	100012	"LCN_100012"	"N_LCN_A00012"	"CD5130001"	5130001	"NAN"	300001	"MRHRC L3 Group 1"	36	"S"	"SUSPECT"	"InStore_CheckIn"	"RESEARCH"	"Walked in to store"			"SRC1"		100001		"1988-02-04 22:49:18"
