intrctn_sr_id,intrctn_id,intrctn_ln_item_seq_num,intrctn_dttm,prev_intrctn_id,prev_intrctn_dttm,intrctn_type,intrctn_dirctn,intrctn_ctgry,intrctn_sub_ctgry,intrctn_ctgry_id,intrctn_reason,intrctn_begin_dttm,intrctn_end_dttm,act_type_id,act_type_cd,act_type,act_id,emp_id,emp_cd,terminal_nm,chnl_id,chnl_cd,chnl_nm,tch_pnt_id,tch_pnt_cd,tch_pnt_nm,cust_id,cust_ref_int_id,cust_nm,bsn_unit_id,bsn_unit_cd,bsn_unit_nm,locn_id,locn_cd,locn_nm,item_id,item_ref_int_id,item_nm,mrhrc_hier_grp_id,mrhrc_hier_grp_nm,sev_type,prio_type,intrctn_desc,st_id,st_cd,ofr_intrctn_type,intrctn_event,serv_req_creat_dt,tgt_resln_dt,assign_to_emp,assign_to_emp_nm,assign_dt,cust_escln_flg,cust_escln_dt,closure_dt,closure_rmrks,reopen_dt,reopen_rsn,reopen_rmrks,batch_run_id,job_run_id,src_sys_id,src_sys_nm,tenant_id,rec_creat_by,rec_creat_dttm
198802041305100142,198802041305100142,4,1988-02-04 10:43:00,198802041008100142,1988-02-04 10:42:54,service_request,INBOUND,SERVICE_REQUEST,REQUEST,INTCATID_011,SERVICE REQUEST,1988-02-04 10:43:00,1988-02-04 10:43:00,12090003,CD12090003,SERVICE REQUEST,19880204103400142,50002,CD50002,COUNTER_NO_10,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST100142,100142,Heather Williams,200049,BSN_200049,SITE00049,200006,WEB_200006,N_WEB_A00006,CD5130346,5130346,The Attic,200002,MRHRC L2 Group 2,HIGH,HIGH,Displays interest in product,36,S,CUSTOMER,CC_ServiceRequest,1988-01-04 ,1988-01-06 ,50002,CD50002,1988-01-04 ,,,1988-01-06 ,Service Request Registered,1988-01-04 ,SERVICE REQUEST,Service Request,,,SRC1,,100001,,1988-02-04 10:43:00
198802041306100112,198802041306100112,9,1988-02-04 10:57:16,198802041008100112,1988-02-04 10:57:10,complaints,INBOUND,COMPLAINT,COMPLAINT,INTCATID_012,COMPLAINT,1988-02-04 10:57:16,1988-02-04 10:57:16,12090003,CD12090003,SERVICE REQUEST,19880204103400112,50002,CD50002,COUNTER_NO_14,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST100112,100112,Bo Atkinson,200046,BSN_200046,SITE00046,200012,WEB_200012,N_WEB_A00012,CD5130204,5130204,Silk,200002,MRHRC L2 Group 2,MEDIUM,LOW,Displays interest in product,36,S,CUSTOMER,CC_RaiseComplaints,1988-01-04 ,1988-01-06 ,50002,CD50002,1988-01-04 ,,,1988-01-06 ,Complaint Registered,1988-01-04 ,COMPLAINT,Raise Complaints,,,SRC1,,100001,,1988-02-04 10:57:16
198802041305100126,198802041305100126,9,1988-02-04 11:32:10,198802041008100126,1988-02-04 11:32:06,service_request,INBOUND,SERVICE_REQUEST,REQUEST,INTCATID_011,SERVICE REQUEST,1988-02-04 11:32:10,1988-02-04 11:32:10,12090003,CD12090003,SERVICE REQUEST,19880204103400126,50002,CD50002,COUNTER_NO_10,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST100126,100126,Conrad Aguilar,200032,BSN_200032,SITE00032,200006,WEB_200006,N_WEB_A00006,CD5130152,5130152,Blue,200002,MRHRC L2 Group 2,LOW,MEDIUM,Displays interest in product,36,S,CUSTOMER,CC_ServiceRequest,1988-01-04 ,1988-01-06 ,50002,CD50002,1988-01-04 ,,,1988-01-06 ,Service Request Registered,1988-01-04 ,SERVICE REQUEST,Service Request,,,SRC1,,100001,,1988-02-04 11:32:10
198802041305100184,198802041305100184,6,1988-02-04 16:31:00,198802041008100184,1988-02-04 16:30:54,service_request,INBOUND,SERVICE_REQUEST,REQUEST,INTCATID_011,SERVICE REQUEST,1988-02-04 16:31:00,1988-02-04 16:31:00,12090003,CD12090003,SERVICE REQUEST,19880204103400184,50002,CD50002,COUNTER_NO_14,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST100184,100184,Arian Shelton,200003,BSN_200003,SITE00003,200010,WEB_200010,N_WEB_A00010,CD5130050,5130050,Core i5,200002,MRHRC L2 Group 2,MEDIUM,LOW,Displays interest in product,36,S,CUSTOMER,CC_ServiceRequest,1988-01-04 ,1988-01-06 ,50002,CD50002,1988-01-04 ,,,1988-01-06 ,Service Request Registered,1988-01-04 ,SERVICE REQUEST,Service Request,,,SRC1,,100001,,1988-02-04 16:31:00
198802041305100199,198802041305100199,8,1988-02-04 21:29:20,198802041008100199,1988-02-04 21:29:14,service_request,INBOUND,SERVICE_REQUEST,REQUEST,INTCATID_011,SERVICE REQUEST,1988-02-04 21:29:20,1988-02-04 21:29:20,12090003,CD12090003,SERVICE REQUEST,19880204103400199,50002,CD50002,COUNTER_NO_13,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST100199,100199,Nia Webb,200012,BSN_200012,SITE00012,200013,WEB_200013,N_WEB_A00013,CD5130013,5130013,430 Dual,200002,MRHRC L2 Group 2,MEDIUM,MEDIUM,Displays interest in product,36,S,CUSTOMER,CC_ServiceRequest,1988-01-04 ,1988-01-06 ,50002,CD50002,1988-01-04 ,,,1988-01-06 ,Service Request Registered,1988-01-04 ,SERVICE REQUEST,Service Request,,,SRC1,,100001,,1988-02-04 21:29:20
198802061305100050,198802061305100050,8,1988-02-06 08:13:36,198802061008100050,1988-02-06 08:13:30,service_request,INBOUND,SERVICE_REQUEST,REQUEST,INTCATID_011,SERVICE REQUEST,1988-02-06 08:13:36,1988-02-06 08:13:36,12090003,CD12090003,SERVICE REQUEST,19880206103400050,50003,CD50003,COUNTER_NO_4,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST100050,100050,Felipe Hood,200035,BSN_200035,SITE00035,200008,WEB_200008,N_WEB_A00008,CD5130353,5130353,Home Town,200002,MRHRC L2 Group 2,MEDIUM,MEDIUM,Displays interest in product,36,S,CUSTOMER,CC_ServiceRequest,1988-01-06 ,1988-01-08 ,50003,CD50003,1988-01-06 ,,,1988-01-08 ,Service Request Registered,1988-01-06 ,SERVICE REQUEST,Service Request,,,SRC1,,100001,,1988-02-06 08:13:36
198802061305100116,198802061305100116,8,1988-02-06 20:16:16,198802061008100116,1988-02-06 20:16:10,service_request,INBOUND,SERVICE_REQUEST,REQUEST,INTCATID_011,SERVICE REQUEST,1988-02-06 20:16:16,1988-02-06 20:16:16,12090003,CD12090003,SERVICE REQUEST,19880206103400116,50003,CD50003,COUNTER_NO_13,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST100116,100116,Karla Dillard,200004,BSN_200004,SITE00004,200010,WEB_200010,N_WEB_A00010,CD5130426,5130426,ENT,200002,MRHRC L2 Group 2,LOW,LOW,Displays interest in product,36,S,CUSTOMER,CC_ServiceRequest,1988-01-06 ,1988-01-08 ,50003,CD50003,1988-01-06 ,,,1988-01-08 ,Service Request Registered,1988-01-06 ,SERVICE REQUEST,Service Request,,,SRC1,,100001,,1988-02-06 20:16:16
198802071306100200,198802071306100200,4,1988-02-07 01:47:38,198802071008100200,1988-02-07 01:47:32,complaints,INBOUND,COMPLAINT,COMPLAINT,INTCATID_012,COMPLAINT,1988-02-07 01:47:38,1988-02-07 01:47:38,12090003,CD12090003,SERVICE REQUEST,19880207103400200,50002,CD50002,COUNTER_NO_5,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST100200,100200,Daisy Gay,200038,BSN_200038,SITE00038,200002,WEB_200002,N_WEB_A00002,CD5130143,5130143,Round Neck,200002,MRHRC L2 Group 2,MEDIUM,MEDIUM,Displays interest in product,36,S,CUSTOMER,CC_RaiseComplaints,1988-01-07 ,1988-01-09 ,50002,CD50002,1988-01-07 ,,,1988-01-09 ,Complaint Registered,1988-01-07 ,COMPLAINT,Raise Complaints,,,SRC1,,100001,,1988-02-07 01:47:38
198802071305100182,198802071305100182,8,1988-02-07 06:29:32,198802071008100182,1988-02-07 06:29:26,service_request,INBOUND,SERVICE_REQUEST,REQUEST,INTCATID_011,SERVICE REQUEST,1988-02-07 06:29:32,1988-02-07 06:29:32,12090003,CD12090003,SERVICE REQUEST,19880207103400182,50004,CD50004,COUNTER_NO_8,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST100182,100182,Joey Vargas,200024,BSN_200024,SITE00024,200010,WEB_200010,N_WEB_A00010,CD5130355,5130355,Evok,200002,MRHRC L2 Group 2,HIGH,LOW,Displays interest in product,36,S,CUSTOMER,CC_ServiceRequest,1988-01-07 ,1988-01-09 ,50004,CD50004,1988-01-07 ,,,1988-01-09 ,Service Request Registered,1988-01-07 ,SERVICE REQUEST,Service Request,,,SRC1,,100001,,1988-02-07 06:29:32
198802061306100088,198802061306100088,4,1988-02-06 11:09:48,198802061008100088,1988-02-06 11:09:42,complaints,INBOUND,COMPLAINT,COMPLAINT,INTCATID_012,COMPLAINT,1988-02-06 11:09:48,1988-02-06 11:09:48,12090003,CD12090003,SERVICE REQUEST,19880206103400088,50004,CD50004,COUNTER_NO_9,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST100088,100088,Braxton Frost,200018,BSN_200018,SITE00018,200007,WEB_200007,N_WEB_A00007,CD5130303,5130303,Orpat,200002,MRHRC L2 Group 2,MEDIUM,MEDIUM,Displays interest in product,36,S,CUSTOMER,CC_RaiseComplaints,1988-01-06 ,1988-01-08 ,50004,CD50004,1988-01-06 ,,,1988-01-08 ,Complaint Registered,1988-01-06 ,COMPLAINT,Raise Complaints,,,SRC1,,100001,,1988-02-06 11:09:48
198802061306100167,198802061306100167,5,1988-02-06 14:32:52,198802061008100167,1988-02-06 14:32:46,complaints,INBOUND,COMPLAINT,COMPLAINT,INTCATID_012,COMPLAINT,1988-02-06 14:32:52,1988-02-06 14:32:52,12090003,CD12090003,SERVICE REQUEST,19880206103400167,50002,CD50002,COUNTER_NO_5,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST100167,100167,Janessa Carlson,200013,BSN_200013,SITE00013,200001,WEB_200001,N_WEB_A00001,CD5130236,5130236,Black Pottery,200002,MRHRC L2 Group 2,MEDIUM,HIGH,Displays interest in product,36,S,CUSTOMER,CC_RaiseComplaints,1988-01-06 ,1988-01-08 ,50002,CD50002,1988-01-06 ,,,1988-01-08 ,Complaint Registered,1988-01-06 ,COMPLAINT,Raise Complaints,,,SRC1,,100001,,1988-02-06 14:32:52
199103071306200004,199103071306200004,7,1991-03-07 00:18:26,199103071114200004,1991-03-07 00:15:48,complaints,INBOUND,COMPLAINT,COMPLAINT,INTCATID_012,COMPLAINT,1991-03-07 00:18:26,1991-03-07 00:18:26,12090003,CD12090003,SERVICE REQUEST,19910307103400004,50004,CD50004,COUNTER_NO_10,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST200004,200004,Camden Wall,200045,BSN_200045,SITE00045,200009,WEB_200009,N_WEB_A00009,CD5130427,5130427,Dermatalogy,200002,MRHRC L2 Group 2,LOW,LOW,Displays interest in product,36,S,CUSTOMER,CC_RaiseComplaints,1991-01-07 ,1991-01-09 ,50004,CD50004,1991-01-07 ,,,1991-01-09 ,Complaint Registered,1991-01-07 ,COMPLAINT,Raise Complaints,,,SRC1,,100001,,1991-03-07 00:18:26
199103071306200009,199103071306200009,6,1991-03-07 00:21:28,199103071114200009,1991-03-07 00:21:16,complaints,INBOUND,COMPLAINT,COMPLAINT,INTCATID_012,COMPLAINT,1991-03-07 00:21:28,1991-03-07 00:21:28,12090003,CD12090003,SERVICE REQUEST,19910307103400009,50003,CD50003,COUNTER_NO_7,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST200009,200009,Marcus Pope,200019,BSN_200019,SITE00019,200012,WEB_200012,N_WEB_A00012,CD5130341,5130341,The Attic,200002,MRHRC L2 Group 2,LOW,HIGH,Displays interest in product,36,S,CUSTOMER,CC_RaiseComplaints,1991-01-07 ,1991-01-09 ,50003,CD50003,1991-01-07 ,,,1991-01-09 ,Complaint Registered,1991-01-07 ,COMPLAINT,Raise Complaints,,,SRC1,,100001,,1991-03-07 00:21:28
199103071306200049,199103071306200049,5,1991-03-07 03:00:58,199103071114200049,1991-03-07 03:00:16,complaints,INBOUND,COMPLAINT,COMPLAINT,INTCATID_012,COMPLAINT,1991-03-07 03:00:58,1991-03-07 03:00:58,12090003,CD12090003,SERVICE REQUEST,19910307103400049,50004,CD50004,COUNTER_NO_2,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST200049,200049,Jordan Carter,200032,BSN_200032,SITE00032,200011,WEB_200011,N_WEB_A00011,CD5130385,5130385,Evok,200002,MRHRC L2 Group 2,HIGH,HIGH,Displays interest in product,36,S,CUSTOMER,CC_RaiseComplaints,1991-01-07 ,1991-01-09 ,50004,CD50004,1991-01-07 ,,,1991-01-09 ,Complaint Registered,1991-01-07 ,COMPLAINT,Raise Complaints,,,SRC1,,100001,,1991-03-07 03:00:58
199103071306200052,199103071306200052,6,1991-03-07 04:08:34,199103071114200052,1991-03-07 04:07:00,complaints,INBOUND,COMPLAINT,COMPLAINT,INTCATID_012,COMPLAINT,1991-03-07 04:08:34,1991-03-07 04:08:34,12090003,CD12090003,SERVICE REQUEST,19910307103400052,50004,CD50004,COUNTER_NO_14,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST200052,200052,Richard Pugh,200048,BSN_200048,SITE00048,200007,WEB_200007,N_WEB_A00007,CD5130086,5130086,KLV-32W512D,200002,MRHRC L2 Group 2,MEDIUM,LOW,Displays interest in product,36,S,CUSTOMER,CC_RaiseComplaints,1991-01-07 ,1991-01-09 ,50004,CD50004,1991-01-07 ,,,1991-01-09 ,Complaint Registered,1991-01-07 ,COMPLAINT,Raise Complaints,,,SRC1,,100001,,1991-03-07 04:08:34
199103071305200055,199103071305200055,7,1991-03-07 04:18:10,199103071114200055,1991-03-07 04:16:44,service_request,INBOUND,SERVICE_REQUEST,REQUEST,INTCATID_011,SERVICE REQUEST,1991-03-07 04:18:10,1991-03-07 04:18:10,12090003,CD12090003,SERVICE REQUEST,19910307103400055,50004,CD50004,COUNTER_NO_14,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST200055,200055,Rylee Camacho,200015,BSN_200015,SITE00015,200013,WEB_200013,N_WEB_A00013,CD5130059,5130059,ROG iCore7,200002,MRHRC L2 Group 2,LOW,HIGH,Displays interest in product,36,S,CUSTOMER,CC_ServiceRequest,1991-01-07 ,1991-01-09 ,50004,CD50004,1991-01-07 ,,,1991-01-09 ,Service Request Registered,1991-01-07 ,SERVICE REQUEST,Service Request,,,SRC1,,100001,,1991-03-07 04:18:10
199103071305200069,199103071305200069,5,1991-03-07 04:19:24,199103071114200069,1991-03-07 04:18:08,service_request,INBOUND,SERVICE_REQUEST,REQUEST,INTCATID_011,SERVICE REQUEST,1991-03-07 04:19:24,1991-03-07 04:19:24,12090003,CD12090003,SERVICE REQUEST,19910307103400069,50002,CD50002,COUNTER_NO_13,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST200069,200069,Makhi Copeland,200023,BSN_200023,SITE00023,200006,WEB_200006,N_WEB_A00006,CD5130362,5130362,Godrej Interio,200002,MRHRC L2 Group 2,MEDIUM,LOW,Displays interest in product,36,S,CUSTOMER,CC_ServiceRequest,1991-01-07 ,1991-01-09 ,50002,CD50002,1991-01-07 ,,,1991-01-09 ,Service Request Registered,1991-01-07 ,SERVICE REQUEST,Service Request,,,SRC1,,100001,,1991-03-07 04:19:24
199103071305200048,199103071305200048,8,1991-03-07 04:36:44,199103071114200048,1991-03-07 04:35:04,service_request,INBOUND,SERVICE_REQUEST,REQUEST,INTCATID_011,SERVICE REQUEST,1991-03-07 04:36:44,1991-03-07 04:36:44,12090003,CD12090003,SERVICE REQUEST,19910307103400048,50002,CD50002,COUNTER_NO_2,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST200048,200048,Lennox Terry,200037,BSN_200037,SITE00037,200001,WEB_200001,N_WEB_A00001,CD5130427,5130427,Dermatalogy,200002,MRHRC L2 Group 2,LOW,MEDIUM,Displays interest in product,36,S,CUSTOMER,CC_ServiceRequest,1991-01-07 ,1991-01-09 ,50002,CD50002,1991-01-07 ,,,1991-01-09 ,Service Request Registered,1991-01-07 ,SERVICE REQUEST,Service Request,,,SRC1,,100001,,1991-03-07 04:36:44
199103071306200058,199103071306200058,7,1991-03-07 04:34:04,199103071114200058,1991-03-07 04:33:00,complaints,INBOUND,COMPLAINT,COMPLAINT,INTCATID_012,COMPLAINT,1991-03-07 04:34:04,1991-03-07 04:34:04,12090003,CD12090003,SERVICE REQUEST,19910307103400058,50003,CD50003,COUNTER_NO_6,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST200058,200058,Sharon Wilkerson,200025,BSN_200025,SITE00025,200009,WEB_200009,N_WEB_A00009,CD5130411,5130411,Linguistics,200002,MRHRC L2 Group 2,LOW,MEDIUM,Displays interest in product,36,S,CUSTOMER,CC_RaiseComplaints,1991-01-07 ,1991-01-09 ,50003,CD50003,1991-01-07 ,,,1991-01-09 ,Complaint Registered,1991-01-07 ,COMPLAINT,Raise Complaints,,,SRC1,,100001,,1991-03-07 04:34:04
199103071305200078,199103071305200078,5,1991-03-07 05:07:46,199103071114200078,1991-03-07 05:05:00,service_request,INBOUND,SERVICE_REQUEST,REQUEST,INTCATID_011,SERVICE REQUEST,1991-03-07 05:07:46,1991-03-07 05:07:46,12090003,CD12090003,SERVICE REQUEST,19910307103400078,50004,CD50004,COUNTER_NO_2,380015,CD380015,IVR,200005,CD200005,Contact Center,CUST200078,200078,Siena Miles,200013,BSN_200013,SITE00013,200011,WEB_200011,N_WEB_A00011,CD5130066,5130066,100 Core i3,200002,MRHRC L2 Group 2,LOW,MEDIUM,Displays interest in product,36,S,CUSTOMER,CC_ServiceRequest,1991-01-07 ,1991-01-09 ,50004,CD50004,1991-01-07 ,,,1991-01-09 ,Service Request Registered,1991-01-07 ,SERVICE REQUEST,Service Request,,,SRC1,,100001,,1991-03-07 05:07:46
