trans_id,trans_dttm,prev_trans_id,prev_trans_dttm,trans_type_id,trans_type_cd,trans_type_nm,act_type_id,act_type_cd,act_type,act_id,ret_locn_id,ret_locn_cd,ret_locn_nm,delv_locn_id,delv_locn_cd,delv_locn_nm,cust_id,cust_ref_int_id,cust_nm,ln_item_scan_cnt,ln_item_keyed_cnt,unit_cnt,recpt_dttm,chnl_id,chnl_cd,chnl_nm,tch_pnt_id,tch_pnt_cd,tch_pnt_nm,crncy_cd,frg_crncy_cd,tot_amt,tax_amt,net_amt,frg_crncy_tot_amt,frg_crncy_tax_amt,frg_crncy_net_amt,emp_id,emp_cd,bsn_unit_id,bsn_unit_cd,bsn_unit_nm,terminal_nm,trans_begin_dttm,trans_end_dttm,st_id,st_cd,trans_desc,delv_mode,pay_st_id,pay_st_cd,gift_flag,batch_run_id,job_run_id,src_sys_id,src_sys_nm,tenant_id,rec_creat_by,rec_creat_dttm
19880204100019,1988-02-04 01:49:56,19880204100019,1988-02-04 01:49:56,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19880204103300019,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100019,100019,Makayla Stark,90.1149,61.8643,151.979,1988-02-04 01:49:56,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,367.825,14.5,410.492,367.825,14.5,410.492,50004,CD50004,100038,BSN_100038,AREA00038,COUNTER_NO_8,1988-02-04 01:49:56,1988-02-04 01:49:56,31,S,Null transactions,Store Counter,34,C,t,,,SRC1,,100001,,1988-02-04 01:49:56
19880204100023,1988-02-04 01:56:40,19880204100023,1988-02-04 01:56:40,2018003,CD2018003,Merchandise service/sale,12090002,CD12090002,TRANSACTION,19880204103300023,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100023,100023,Olive Hewitt,56.825,9.15999,65.985,1988-02-04 01:56:40,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1533.98,14.5,1700.8,1533.98,14.5,1700.8,50003,CD50003,100048,BSN_100048,AREA00048,COUNTER_NO_1,1988-02-04 01:56:40,1988-02-04 01:56:40,31,S,Merchandise transactions,Store Counter,34,C,t,,,SRC1,,100001,,1988-02-04 01:56:40
19880204100043,1988-02-04 02:14:22,19880204100043,1988-02-04 02:14:22,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19880204103300043,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100043,100043,Matteo Duncan,78.0388,4.38239,82.4212,1988-02-04 02:14:22,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1895.78,14.5,2143.18,1895.78,14.5,2143.18,50002,CD50002,100018,BSN_100018,AREA00018,COUNTER_NO_2,1988-02-04 02:14:22,1988-02-04 02:14:22,31,S,Regular Sale,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-04 02:14:22
19880204100015,1988-02-04 02:14:54,19880204100015,1988-02-04 02:14:54,2018003,CD2018003,Merchandise service/sale,12090002,CD12090002,TRANSACTION,19880204103300015,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100015,100015,Kaylie Douglas,37.8789,82.8411,120.72,1988-02-04 02:14:54,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1212.94,14.5,1371.23,1212.94,14.5,1371.23,50002,CD50002,100004,BSN_100004,AREA00004,COUNTER_NO_4,1988-02-04 02:14:54,1988-02-04 02:14:54,31,S,Merchandise transactions,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-04 02:14:54
19880204100016,1988-02-04 02:38:54,19880204100016,1988-02-04 02:38:54,2018002,CD2018002,Return,12090002,CD12090002,TRANSACTION,19880204103300016,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100016,100016,Tucker Tran,77.8387,48.6283,126.467,1988-02-04 02:38:54,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1793.55,14.5,1988.6,1793.55,14.5,1988.6,50003,CD50003,100018,BSN_100018,AREA00018,COUNTER_NO_13,1988-02-04 02:38:54,1988-02-04 02:38:54,31,S,Return of an item,Post,34,C,t,,,SRC1,,100001,,1988-02-04 02:38:54
19880204100037,1988-02-04 02:43:54,19880204100037,1988-02-04 02:43:54,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19880204103300037,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100037,100037,Sloan Ortiz,22.3159,46.5692,68.8851,1988-02-04 02:43:54,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1168.85,14.5,1321.39,1168.85,14.5,1321.39,50003,CD50003,100008,BSN_100008,AREA00008,COUNTER_NO_12,1988-02-04 02:43:54,1988-02-04 02:43:54,31,S,Regular Sale,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-04 02:43:54
19880204100053,1988-02-04 02:48:52,19880204100053,1988-02-04 02:48:52,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19880204103300053,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100053,100053,Jaylah Cabrera,7.02337,83.5473,90.5707,1988-02-04 02:48:52,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1737.79,14.5,1939.38,1737.79,14.5,1939.38,50004,CD50004,100043,BSN_100043,AREA00043,COUNTER_NO_10,1988-02-04 02:48:52,1988-02-04 02:48:52,31,S,Regular Sale,Store Counter,34,C,t,,,SRC1,,100001,,1988-02-04 02:48:52
19880204100045,1988-02-04 03:18:06,19880204100045,1988-02-04 03:18:06,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19880204103300045,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100045,100045,Kaitlin Anthony,79.4365,89.6693,169.106,1988-02-04 03:18:06,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1747.1,14.5,1949.76,1747.1,14.5,1949.76,50003,CD50003,100017,BSN_100017,AREA00017,COUNTER_NO_2,1988-02-04 03:18:06,1988-02-04 03:18:06,31,S,Regular Sale,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-04 03:18:06
19880204100041,1988-02-04 03:26:36,19880204100041,1988-02-04 03:26:36,2018003,CD2018003,Merchandise service/sale,12090002,CD12090002,TRANSACTION,19880204103300041,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100041,100041,Abbie Bryan,24.2092,87.8399,112.049,1988-02-04 03:26:36,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,710.396,14.5,787.651,710.396,14.5,787.651,50004,CD50004,100031,BSN_100031,AREA00031,COUNTER_NO_6,1988-02-04 03:26:36,1988-02-04 03:26:36,31,S,Merchandise transactions,Post,34,C,t,,,SRC1,,100001,,1988-02-04 03:26:36
19880204100047,1988-02-04 03:27:40,19880204100047,1988-02-04 03:27:40,2018002,CD2018002,Return,12090002,CD12090002,TRANSACTION,19880204103300047,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100047,100047,Corban Horne,93.5169,25.6678,119.185,1988-02-04 03:27:40,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,872.331,14.5,967.197,872.331,14.5,967.197,50004,CD50004,100027,BSN_100027,AREA00027,COUNTER_NO_10,1988-02-04 03:27:40,1988-02-04 03:27:40,31,S,Return of an item,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-04 03:27:40
19880204100038,1988-02-04 03:37:58,19880204100038,1988-02-04 03:37:58,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19880204103300038,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100038,100038,Joseph Chandler,84.4213,59.8965,144.318,1988-02-04 03:37:58,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1267.71,14.5,1405.57,1267.71,14.5,1405.57,50004,CD50004,100027,BSN_100027,AREA00027,COUNTER_NO_13,1988-02-04 03:37:58,1988-02-04 03:37:58,31,S,Null transactions,Post,34,C,t,,,SRC1,,100001,,1988-02-04 03:37:58
19880204100058,1988-02-04 03:57:12,19880204100058,1988-02-04 03:57:12,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19880204103300058,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100058,100058,Liberty Singleton,68.1187,45.483,113.602,1988-02-04 03:57:12,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,475.447,14.5,530.599,475.447,14.5,530.599,50003,CD50003,100007,BSN_100007,AREA00007,COUNTER_NO_12,1988-02-04 03:57:12,1988-02-04 03:57:12,31,S,Null transactions,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-04 03:57:12
19880204100051,1988-02-04 03:59:46,19880204100051,1988-02-04 03:59:46,2018003,CD2018003,Merchandise service/sale,12090002,CD12090002,TRANSACTION,19880204103300051,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100051,100051,Hayleigh Carter,30.1754,92.922,123.097,1988-02-04 03:59:46,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,874.267,14.5,975.682,874.267,14.5,975.682,50002,CD50002,100007,BSN_100007,AREA00007,COUNTER_NO_6,1988-02-04 03:59:46,1988-02-04 03:59:46,31,S,Merchandise transactions,Store Counter,34,C,t,,,SRC1,,100001,,1988-02-04 03:59:46
19880204100056,1988-02-04 04:28:14,19880204100056,1988-02-04 04:28:14,2018002,CD2018002,Return,12090002,CD12090002,TRANSACTION,19880204103300056,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100056,100056,Deegan Wood,54.8463,98.3207,153.167,1988-02-04 04:28:14,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,105.128,14.5,117.323,105.128,14.5,117.323,50002,CD50002,100036,BSN_100036,AREA00036,COUNTER_NO_10,1988-02-04 04:28:14,1988-02-04 04:28:14,31,S,Return of an item,Post,34,C,t,,,SRC1,,100001,,1988-02-04 04:28:14
19880204100065,1988-02-04 04:33:34,19880204100065,1988-02-04 04:33:34,2018002,CD2018002,Return,12090002,CD12090002,TRANSACTION,19880204103300065,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100065,100065,Penelope Frank,10.8922,76.5563,87.4485,1988-02-04 04:33:34,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,327.053,14.5,369.733,327.053,14.5,369.733,50002,CD50002,100005,BSN_100005,AREA00005,COUNTER_NO_4,1988-02-04 04:33:34,1988-02-04 04:33:34,31,S,Return of an item,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-04 04:33:34
19880204100080,1988-02-04 05:30:28,19880204100080,1988-02-04 05:30:28,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19880204103300080,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100080,100080,Karla Dillard,4.12999,56.2137,60.3437,1988-02-04 05:30:28,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1600.35,14.5,1809.19,1600.35,14.5,1809.19,50004,CD50004,100001,BSN_100001,AREA00001,COUNTER_NO_7,1988-02-04 05:30:28,1988-02-04 05:30:28,31,S,Regular Sale,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-04 05:30:28
19880204100083,1988-02-04 05:49:24,19880204100083,1988-02-04 05:49:24,2018003,CD2018003,Merchandise service/sale,12090002,CD12090002,TRANSACTION,19880204103300083,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100083,100083,Joziah Herrera,72.4723,16.0871,88.5594,1988-02-04 05:49:24,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1571.4,14.5,1776.47,1571.4,14.5,1776.47,50003,CD50003,100039,BSN_100039,AREA00039,COUNTER_NO_1,1988-02-04 05:49:24,1988-02-04 05:49:24,31,S,Merchandise transactions,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-04 05:49:24
19880204100079,1988-02-04 06:00:02,19880204100079,1988-02-04 06:00:02,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19880204103300079,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100079,100079,Dustin Hubbard,9.57764,40.2161,49.7938,1988-02-04 06:00:02,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1307.9,14.5,1478.58,1307.9,14.5,1478.58,50004,CD50004,100033,BSN_100033,AREA00033,COUNTER_NO_8,1988-02-04 06:00:02,1988-02-04 06:00:02,31,S,Regular Sale,Post,34,C,t,,,SRC1,,100001,,1988-02-04 06:00:02
19880204100073,1988-02-04 06:02:34,19880204100073,1988-02-04 06:02:34,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19880204103300073,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100073,100073,Peyton Buckley,33.9556,95.4662,129.422,1988-02-04 06:02:34,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,966.35,14.5,1078.45,966.35,14.5,1078.45,50002,CD50002,100010,BSN_100010,AREA00010,COUNTER_NO_2,1988-02-04 06:02:34,1988-02-04 06:02:34,31,S,Regular Sale,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-04 06:02:34
19880204100078,1988-02-04 06:29:20,19880204100078,1988-02-04 06:29:20,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19880204103300078,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100078,100078,Esther Stokes,28.8144,91.9806,120.795,1988-02-04 06:29:20,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1872.93,14.5,2117.35,1872.93,14.5,2117.35,50003,CD50003,100022,BSN_100022,AREA00022,COUNTER_NO_14,1988-02-04 06:29:20,1988-02-04 06:29:20,31,S,Regular Sale,Store Counter,34,C,t,,,SRC1,,100001,,1988-02-04 06:29:20
19880204100082,1988-02-04 06:37:42,19880204100082,1988-02-04 06:37:42,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19880204103300082,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100082,100082,Brice Saunders,29.0591,27.5908,56.65,1988-02-04 06:37:42,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,840.688,14.5,932.113,840.688,14.5,932.113,50003,CD50003,100046,BSN_100046,AREA00046,COUNTER_NO_9,1988-02-04 06:37:42,1988-02-04 06:37:42,31,S,Null transactions,Post,34,C,t,,,SRC1,,100001,,1988-02-04 06:37:42
19880204100064,1988-02-04 06:38:22,19880204100064,1988-02-04 06:38:22,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19880204103300064,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100064,100064,Esteban Alvarez,49.6738,1.38186,51.0556,1988-02-04 06:38:22,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1948.65,14.5,2202.95,1948.65,14.5,2202.95,50002,CD50002,100026,BSN_100026,AREA00026,COUNTER_NO_8,1988-02-04 06:38:22,1988-02-04 06:38:22,31,S,Regular Sale,Store Counter,34,C,t,,,SRC1,,100001,,1988-02-04 06:38:22
19880204100076,1988-02-04 06:47:58,19880204100076,1988-02-04 06:47:58,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19880204103300076,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100076,100076,Lillianna Stokes,82.3196,70.5069,152.826,1988-02-04 06:47:58,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,687.912,14.5,767.71,687.912,14.5,767.71,50004,CD50004,100037,BSN_100037,AREA00037,COUNTER_NO_13,1988-02-04 06:47:58,1988-02-04 06:47:58,31,S,Null transactions,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-04 06:47:58
19880204100092,1988-02-04 07:02:50,19880204100092,1988-02-04 07:02:50,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19880204103300092,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100092,100092,Elaina Cote,14.1991,84.8525,99.0516,1988-02-04 07:02:50,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,365.068,14.5,412.709,365.068,14.5,412.709,50002,CD50002,100021,BSN_100021,AREA00021,COUNTER_NO_13,1988-02-04 07:02:50,1988-02-04 07:02:50,31,S,Null transactions,Store Counter,34,C,t,,,SRC1,,100001,,1988-02-04 07:02:50
19880204100086,1988-02-04 07:12:32,19880204100086,1988-02-04 07:12:32,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19880204103300086,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100086,100086,Elliana Pierce,34.1774,66.2807,100.458,1988-02-04 07:12:32,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1719.07,14.5,1906.02,1719.07,14.5,1906.02,50003,CD50003,100008,BSN_100008,AREA00008,COUNTER_NO_12,1988-02-04 07:12:32,1988-02-04 07:12:32,31,S,Null transactions,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-04 07:12:32
19880204100071,1988-02-04 07:32:12,19880204100071,1988-02-04 07:32:12,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19880204103300071,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100071,100071,Derek Snider,69.4708,87.9363,157.407,1988-02-04 07:32:12,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,769.209,14.5,852.86,769.209,14.5,852.86,50004,CD50004,100026,BSN_100026,AREA00026,COUNTER_NO_11,1988-02-04 07:32:12,1988-02-04 07:32:12,31,S,Regular Sale,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-04 07:32:12
19880204100107,1988-02-04 07:45:30,19880204100107,1988-02-04 07:45:30,2018002,CD2018002,Return,12090002,CD12090002,TRANSACTION,19880204103300107,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100107,100107,Bailey Burgess,5.1078,32.4861,37.5939,1988-02-04 07:45:30,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1040.46,14.5,1176.24,1040.46,14.5,1176.24,50002,CD50002,100035,BSN_100035,AREA00035,COUNTER_NO_13,1988-02-04 07:45:30,1988-02-04 07:45:30,31,S,Return of an item,Post,34,C,t,,,SRC1,,100001,,1988-02-04 07:45:30
19880204100090,1988-02-04 07:52:22,19880204100090,1988-02-04 07:52:22,2018002,CD2018002,Return,12090002,CD12090002,TRANSACTION,19880204103300090,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100090,100090,Kobe Beck,31.0535,83.0155,114.069,1988-02-04 07:52:22,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,775.668,14.5,876.893,775.668,14.5,876.893,50004,CD50004,100011,BSN_100011,AREA00011,COUNTER_NO_5,1988-02-04 07:52:22,1988-02-04 07:52:22,31,S,Return of an item,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-04 07:52:22
19880204100093,1988-02-04 08:09:48,19880204100093,1988-02-04 08:09:48,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19880204103300093,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100093,100093,Edward George,24.7645,20.2307,44.9952,1988-02-04 08:09:48,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,975.514,14.5,1102.82,975.514,14.5,1102.82,50004,CD50004,100038,BSN_100038,AREA00038,COUNTER_NO_1,1988-02-04 08:09:48,1988-02-04 08:09:48,31,S,Null transactions,Post,34,C,t,,,SRC1,,100001,,1988-02-04 08:09:48
19880204100099,1988-02-04 08:18:08,19880204100099,1988-02-04 08:18:08,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19880204103300099,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100099,100099,Hazel Kaufman,5.71705,41.1094,46.8265,1988-02-04 08:18:08,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1426.61,14.5,1612.79,1426.61,14.5,1612.79,50003,CD50003,100006,BSN_100006,AREA00006,COUNTER_NO_11,1988-02-04 08:18:08,1988-02-04 08:18:08,31,S,Null transactions,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-04 08:18:08
